City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
339,Smyshlyayevka,RU,53.24,50.39,22.0,68,40,1.0,scattered clouds
340,Kharabali,RU,47.42,47.26,21.11,99,51,3.63,broken clouds
341,Iberia,US,29.95,-91.75,33.33,75,40,5.7,scattered clouds
342,Bubaque,GW,11.28,-15.83,26.82,82,100,7.78,light rain
343,Chimbote,PE,-9.09,-78.58,16.77,79,9,3.48,clear sky
344,Kisangani,CD,0.52,25.2,23.18,76,0,0.82,clear sky
345,Barnaul,RU,53.36,83.76,11.0,76,0,1.0,clear sky
346,Kyzyl-Suu,KG,42.34,78.0,14.23,48,90,1.74,overcast clouds
347,Mitu,CO,1.2,-70.17,25.92,67,0,1.45,clear sky
348,Novobirilyussy,RU,56.95,90.67,11.36,98,86,1.43,overcast clouds
349,Laguna,US,38.42,-121.42,36.11,20,5,2.6,clear sky
350,Mahajanga,MG,-15.72,46.32,23.13,78,0,2.38,clear sky
351,Mittagong,AU,-34.45,150.45,12.22,90,4,0.94,clear sky
352,Biak,ID,-0.91,122.88,23.93,92,99,2.51,heavy intensity rain
353,Beckley,US,37.78,-81.19,22.22,100,90,3.1,moderate rain
354,Beyneu,KZ,45.32,55.2,20.93,52,0,1.88,clear sky
355,Yar-Sale,RU,66.83,70.83,9.92,83,0,2.88,clear sky
356,Pangnirtung,CA,66.15,-65.71,12.0,93,90,2.6,light rain
357,Saint-Georges,GD,12.06,-61.75,30.0,74,20,4.6,few clouds
358,Raahe,FI,64.68,24.48,14.0,87,27,2.6,scattered clouds
359,Lake Charles,US,30.21,-93.2,33.0,66,40,7.7,scattered clouds
360,Waterfoot,GB,53.69,-2.25,20.0,80,50,2.04,scattered clouds
361,Kalmunai,LK,7.42,81.82,26.43,75,98,2.87,overcast clouds
362,Singapore,SG,1.29,103.85,28.0,83,75,3.1,broken clouds
363,Wollongong,AU,-34.43,150.88,12.22,68,17,2.68,few clouds
364,Sao Joao Da Barra,BR,-21.64,-41.05,20.39,83,86,10.54,light rain
365,Malinovoye Ozero,RU,51.68,79.78,13.48,56,19,2.63,few clouds
366,Innisfail,AU,-17.53,146.03,14.44,84,58,2.68,broken clouds
367,Saint-Philippe,RE,-21.36,55.77,20.0,77,37,2.1,scattered clouds
368,Baoding,CN,38.85,115.49,27.31,71,0,1.88,clear sky
369,Geraldton,AU,-28.77,114.6,9.0,93,92,3.1,overcast clouds
370,Luwuk,ID,-0.95,122.79,24.64,86,100,2.1,heavy intensity rain
371,Lumeje,AO,-11.55,20.78,14.83,42,0,2.59,clear sky
372,Ulvik,NO,60.57,6.92,14.44,78,91,0.45,overcast clouds
373,Karratha,AU,-20.74,116.85,18.55,37,0,3.04,clear sky
374,Sain Alto,MX,23.58,-103.25,19.73,70,100,3.51,moderate rain
375,Mandalgovi,MN,45.76,106.27,18.18,52,0,3.44,clear sky
376,Ankazoabo,MG,-22.28,44.52,15.46,75,0,6.61,clear sky
377,Orillia,CA,44.61,-79.42,25.0,69,0,3.73,light rain
378,Sur,OM,22.57,59.53,32.21,59,28,4.72,scattered clouds
379,Kavieng,PG,-2.57,150.8,29.08,73,100,4.31,overcast clouds
380,Vanino,RU,49.09,140.25,19.77,91,96,2.56,overcast clouds
381,Kashiwazaki,JP,37.37,138.55,22.78,95,100,2.88,moderate rain
382,Puerto Del Rosario,ES,28.5,-13.86,23.0,78,90,7.7,overcast clouds
383,Paragominas,BR,-2.97,-47.48,25.92,61,96,1.49,overcast clouds
384,Praia Da Vitoria,PT,38.73,-27.07,22.0,78,75,5.2,broken clouds
385,Pinega,RU,64.7,43.39,13.98,60,100,4.0,overcast clouds
386,Ordu,TR,40.91,37.68,24.0,83,40,2.1,scattered clouds
387,College,US,64.86,-147.8,25.0,53,75,2.6,smoke
388,Cabangahan,PH,9.08,122.95,27.12,77,100,1.15,light rain
389,Hegra,NO,63.46,11.11,15.0,87,75,5.1,broken clouds
390,Tecoanapa,MX,16.52,-98.75,30.81,63,59,3.64,broken clouds
391,Belomorsk,RU,64.52,34.77,12.21,85,100,6.65,light rain
392,La Ronge,CA,55.1,-105.28,23.0,64,75,4.6,broken clouds
393,Tilichiki,RU,60.47,166.1,10.26,97,100,2.85,light rain
394,Luba,GQ,3.46,8.55,24.79,83,97,5.14,overcast clouds
395,Salta,AR,-24.79,-65.41,14.0,35,85,3.1,overcast clouds
396,Christchurch,NZ,-43.53,172.63,13.33,76,100,4.6,overcast clouds
397,Port Augusta,AU,-32.5,137.77,7.78,100,0,3.1,clear sky
398,Lompoc,US,34.64,-120.46,22.22,64,2,6.7,clear sky
399,Ahipara,NZ,-35.17,173.17,15.38,72,100,5.72,overcast clouds
400,Melnikovo,RU,56.56,84.08,12.78,92,29,1.11,scattered clouds
401,Cedral,MX,23.8,-100.73,25.96,38,99,6.54,overcast clouds
402,Marsa Matruh,EG,31.35,27.25,25.53,75,0,2.3,clear sky
403,Skjervoy,NO,70.03,20.97,17.0,55,3,8.2,clear sky
404,Digapahandi,IN,19.37,84.58,27.22,85,95,0.35,overcast clouds
405,Anzio,IT,41.49,12.62,26.11,78,5,1.5,clear sky
406,Condado,CU,21.88,-79.84,32.0,66,11,5.1,few clouds
407,Mekhe,SN,15.11,-16.62,28.0,83,40,2.1,scattered clouds
408,Marieville,CA,45.43,-73.17,25.0,57,40,3.13,light rain
409,Wadi Musa,JO,30.32,35.48,23.35,36,0,2.53,clear sky
410,Vestmanna,FO,62.16,-7.17,10.0,93,100,7.2,overcast clouds
411,Dongsheng,CN,39.82,109.98,19.24,77,88,3.69,overcast clouds
412,Morant Bay,JM,17.88,-76.41,35.0,44,40,3.6,scattered clouds
413,Bondo,CD,3.81,23.69,21.99,81,56,0.67,broken clouds
414,Touba,CI,8.28,-7.68,21.31,93,7,1.48,clear sky
415,Oistins,BB,13.07,-59.53,29.0,70,40,6.2,scattered clouds
416,Sakakah,SA,29.97,40.21,39.0,13,52,4.1,broken clouds
417,Kiruna,SE,67.86,20.23,11.0,81,20,1.69,few clouds
418,Khawhai,IN,23.37,93.12,16.37,100,97,0.54,overcast clouds
419,Tadine,NC,-21.55,167.88,24.29,79,17,6.42,few clouds
420,Gamba,GA,-2.65,10.0,21.83,83,64,2.63,broken clouds
421,Jacareacanga,BR,-6.22,-57.75,27.05,44,22,0.46,few clouds
422,Ust-Tsilma,RU,65.44,52.15,7.9,91,5,2.42,clear sky
423,Narino,CO,5.61,-75.18,19.0,68,40,3.1,shower rain
424,Cayenne,GF,4.93,-52.33,28.0,78,25,1.0,light rain
425,Staszow,PL,50.56,21.17,18.89,71,45,0.2,scattered clouds
426,Srednyaya Akhtuba,RU,48.71,44.87,24.0,31,74,2.0,broken clouds
427,San Ramon De La Nueva Oran,AR,-23.13,-64.33,12.22,67,34,1.79,scattered clouds
428,Dekalb,US,33.75,-84.23,30.0,78,75,3.6,moderate rain
429,Buala,SB,-8.14,159.59,29.03,72,96,1.26,light rain
430,Aketi,CD,2.74,23.78,22.7,79,47,0.15,scattered clouds
431,Bowen,AU,-20.02,148.23,20.0,82,0,1.5,clear sky
432,Terrak,NO,65.09,12.37,14.0,100,32,2.1,scattered clouds
433,Luxor,EG,25.7,32.64,36.11,18,0,4.52,clear sky
434,Baoshan,CN,46.56,131.42,24.9,70,17,1.6,few clouds
435,Riberalta,BO,-10.98,-66.1,24.91,47,3,1.37,clear sky
436,Samarai,PG,-10.62,150.67,24.03,71,83,7.46,broken clouds
437,Nabire,ID,-3.37,135.48,24.19,91,100,2.31,light rain
438,Oranjemund,NA,-28.55,16.43,15.41,52,0,3.58,clear sky
439,Oussouye,SN,12.48,-16.55,27.0,88,40,5.1,scattered clouds
440,Yining,CN,29.04,114.56,25.62,86,2,0.72,light rain
441,Zhob,PK,31.34,69.45,27.81,48,0,5.41,clear sky
442,Asfi,MA,32.3,-9.24,23.07,76,37,4.04,scattered clouds
443,Tudela,ES,42.06,-1.6,26.0,54,68,2.1,broken clouds
444,Cockburn Town,TC,21.46,-71.14,25.82,80,100,24.42,light rain
445,Amapa,BR,1.0,-52.0,24.69,79,90,1.07,light rain
446,Pierre,US,44.37,-100.35,31.11,39,1,2.6,clear sky
447,Beloha,MG,-25.17,45.05,15.83,84,0,2.37,clear sky
448,San Lorenzo,PY,-25.33,-57.53,20.0,34,81,1.5,broken clouds
449,Dubuque,US,42.48,-90.87,27.0,61,75,4.6,broken clouds
450,Batagay-Alyta,RU,67.8,130.41,11.07,64,0,1.15,clear sky
451,Kahului,US,20.89,-156.47,32.0,40,40,9.8,scattered clouds
452,Gambela,ET,8.25,34.58,22.17,88,100,2.16,light rain
453,Acandi,CO,8.51,-77.28,27.96,81,17,3.65,light rain
454,Buchanan,LR,5.88,-10.05,24.57,87,94,3.38,light rain
455,Dir,PK,35.21,71.88,21.5,69,32,0.76,light rain
456,Jacmel,HT,18.23,-72.53,31.0,74,92,3.6,light rain
457,Minab,IR,27.15,57.08,34.0,71,21,2.1,haze
458,Te Anau,NZ,-45.42,167.72,8.77,88,87,0.61,light rain
459,Broken Hill,AU,-31.95,141.43,5.0,86,0,2.05,clear sky
460,Port Antonio,JM,18.18,-76.46,35.0,44,40,3.6,scattered clouds
461,Esmeraldas,BR,-19.76,-44.31,21.0,64,67,4.6,light rain
462,Hervey Bay,AU,-25.3,152.85,16.11,75,2,3.58,clear sky
463,Goderich,CA,43.75,-81.72,22.78,77,4,5.09,clear sky
464,Xochihuehuetlan,MX,17.92,-98.43,30.02,44,74,0.85,broken clouds
465,Morondava,MG,-20.28,44.28,18.85,77,0,6.11,clear sky
466,Tezu,IN,27.92,96.17,24.02,87,100,1.15,moderate rain
467,Dargaville,NZ,-35.93,173.88,15.15,68,94,5.64,overcast clouds
468,Khani,GE,41.96,42.96,22.0,94,75,1.0,broken clouds
469,Khodz,RU,44.51,40.71,17.94,71,20,1.28,few clouds
470,Anadyr,RU,64.75,177.48,13.0,66,75,4.0,broken clouds
471,Moranbah,AU,-22.0,148.05,14.7,57,0,7.22,clear sky
472,Bairiki,KI,1.33,172.98,30.0,70,20,4.1,few clouds
473,Mountain Home,US,43.13,-115.69,39.0,10,1,3.6,clear sky
474,Ayan,RU,56.45,138.17,12.92,88,100,3.01,overcast clouds
475,Barcelos,PT,41.54,-8.62,20.0,93,75,1.5,broken clouds
476,Grindavik,IS,63.84,-22.43,10.0,93,75,2.6,broken clouds
477,Atar,MR,20.52,-13.05,32.13,42,100,0.13,light rain
478,Los Llanos De Aridane,ES,28.66,-17.92,23.0,73,90,6.2,overcast clouds
479,Mackay,AU,-21.15,149.2,17.78,82,1,2.1,clear sky
480,Opuwo,NA,-18.06,13.84,14.9,32,0,4.97,clear sky
481,Fresnillo,MX,23.17,-102.88,18.0,82,90,5.69,overcast clouds
482,Jasper,US,37.2,-94.35,31.0,55,75,6.7,broken clouds
483,Camocim,BR,-2.9,-40.84,25.67,77,75,4.67,broken clouds
484,Sinnamary,GF,5.38,-52.95,26.24,78,7,2.05,clear sky
485,Ginir,ET,7.13,40.7,15.35,81,27,5.4,scattered clouds
486,Padang,ID,-0.95,100.35,23.0,94,75,0.5,broken clouds
487,Belmonte,BR,-15.86,-38.88,23.0,78,75,1.5,broken clouds
488,Ygatimi,PY,-24.08,-55.5,16.82,86,33,1.18,scattered clouds
489,Chernyshkovskiy,RU,48.42,42.23,24.11,35,24,3.03,few clouds
490,Onzaga,CO,6.34,-72.82,18.15,77,90,0.95,light rain
491,Morgan City,US,29.7,-91.21,32.78,74,75,5.7,broken clouds
492,Oktyabrskoye,RU,43.06,44.74,15.0,93,0,2.0,clear sky
493,Henties Bay,NA,-22.12,14.28,17.22,80,0,0.45,clear sky
494,Lasa,IT,46.62,10.7,18.89,93,40,2.6,scattered clouds
495,Elat,IL,29.56,34.95,35.0,44,0,4.1,clear sky
496,Dhar,IN,22.6,75.3,24.87,88,93,1.83,overcast clouds
497,Moerai,PF,-22.43,-151.33,22.93,81,4,5.01,clear sky
498,Cooma,AU,-36.23,149.13,-1.0,100,0,0.5,clear sky
499,Tatarsk,RU,55.22,75.98,12.38,96,100,3.03,moderate rain
500,Cap Malheureux,MU,-19.98,57.61,20.0,84,0,1.34,clear sky
501,Novoagansk,RU,61.94,76.66,10.36,79,38,1.82,scattered clouds
502,Sagua La Grande,CU,22.81,-80.08,31.0,66,40,8.2,scattered clouds
503,Manzanillo,CU,20.34,-77.12,29.16,67,16,8.83,few clouds
504,Teya,RU,60.38,92.63,14.65,90,99,1.24,overcast clouds
505,Tyup,KG,42.73,78.36,12.96,46,76,0.76,broken clouds
506,Peterhead,GB,57.51,-1.8,14.0,100,75,4.1,broken clouds
507,Kaduqli,SD,11.02,29.72,23.45,80,55,1.59,broken clouds
508,Kuryk,KZ,43.2,51.65,22.4,78,0,1.79,clear sky
509,Meulaboh,ID,4.14,96.13,25.35,79,100,2.0,light rain
510,Petropavlovka,RU,50.61,105.32,15.8,79,0,1.77,clear sky
511,Hirara,JP,24.8,125.28,28.0,94,75,2.6,light intensity shower rain
512,Guira De Melena,CU,22.79,-82.51,31.0,70,40,7.2,scattered clouds
513,Freeport,US,40.66,-73.58,30.0,70,1,4.1,clear sky
514,Agaro,ET,7.85,36.65,14.68,88,90,1.14,light rain
515,Vao,NC,-22.67,167.48,22.57,89,30,8.26,scattered clouds
516,Russell,US,32.35,-85.2,33.0,55,40,2.6,scattered clouds
517,Xinyu,CN,27.8,114.93,26.74,86,25,1.13,scattered clouds
518,Lavrentiya,RU,65.58,-171.0,8.53,83,100,4.45,overcast clouds
519,Popondetta,PG,-8.75,148.25,27.27,70,13,0.75,few clouds
520,Aranos,NA,-24.13,19.12,10.35,41,0,4.36,clear sky
521,Juegang,CN,32.32,121.19,26.45,92,100,5.67,overcast clouds
522,Ipixuna,BR,-1.76,-48.8,29.0,66,40,1.0,thunderstorm
523,Rosarito,MX,32.33,-117.03,27.22,57,5,8.7,clear sky
524,Arrifes,PT,37.77,-25.7,21.0,83,20,3.1,few clouds
525,Matara,LK,5.95,80.54,25.48,90,100,4.33,light rain
526,Moussoro,TD,13.64,16.49,28.18,62,45,7.53,scattered clouds
527,Obo,CF,5.4,26.49,19.73,96,41,0.51,scattered clouds
528,Weinan,CN,34.5,109.51,26.11,100,93,2.0,mist
529,Palana,RU,59.12,159.97,10.52,79,51,0.8,broken clouds
530,Yumen,CN,40.28,97.2,19.21,39,0,5.58,clear sky
531,Miguel Hidalgo,MX,19.42,-99.2,24.0,38,40,2.1,scattered clouds
532,Kongoussi,BF,13.33,-1.53,30.09,55,3,4.77,clear sky
533,Hobyo,SO,5.35,48.53,25.51,79,29,11.03,scattered clouds
534,Faya,SA,18.39,42.45,19.0,82,40,2.6,scattered clouds
535,Finnsnes,NO,69.23,17.98,11.67,87,0,5.7,clear sky
536,Nizhniy Chir,RU,48.36,43.09,23.86,42,43,2.01,scattered clouds
537,Narsaq,GL,60.92,-46.05,8.0,87,100,3.6,light rain
538,Ihosy,MG,-22.4,46.12,13.45,75,0,2.34,clear sky
539,Comodoro Rivadavia,AR,-45.87,-67.5,4.0,93,100,1.05,overcast clouds
540,Shenzhen,CN,22.55,114.07,29.44,74,31,5.0,scattered clouds
541,Kaeo,NZ,-35.1,173.78,15.56,3,99,4.47,overcast clouds
542,Devarkonda,IN,16.7,78.93,26.49,78,96,1.59,moderate rain
543,Borovoy,RU,55.43,86.08,11.0,100,0,2.0,clear sky
544,Prado,BR,-17.34,-39.22,21.09,84,1,3.29,clear sky
545,Koslan,RU,63.46,48.9,13.82,55,100,3.03,overcast clouds
546,Merauke,ID,-8.47,140.33,25.04,77,2,6.86,clear sky
547,Lunenburg,CA,44.38,-64.32,23.89,79,22,5.37,few clouds
548,Tarakan,ID,3.3,117.63,26.19,83,100,4.4,overcast clouds
549,Beira,MZ,-19.84,34.84,19.26,82,0,2.6,clear sky
550,Port Blair,IN,11.67,92.75,27.33,79,92,7.15,light rain
551,Jinan,CN,36.67,117.0,28.89,72,61,3.27,broken clouds
552,Kargasok,RU,59.06,80.86,11.05,93,100,3.37,overcast clouds
553,Wangqing,CN,43.32,129.76,21.56,84,96,0.73,overcast clouds
554,Awjilah,LY,29.11,21.29,26.44,50,0,5.13,clear sky
555,Mao,ES,39.89,4.27,25.0,88,0,3.1,clear sky
556,Vanavara,RU,60.34,102.28,15.8,80,100,2.52,overcast clouds
557,Tanout,NE,14.97,8.89,32.52,28,53,3.43,broken clouds
558,Lagoa,PT,39.05,-27.98,21.29,75,51,5.29,broken clouds
559,Sabang,ID,5.89,95.32,28.59,72,100,9.67,overcast clouds
560,Mega,ET,4.05,38.3,15.0,99,11,4.71,light rain
561,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,16.0,100,75,0.49,broken clouds
562,Cherepovets,RU,59.13,37.9,11.89,90,12,4.06,few clouds
563,Nanchong,CN,30.8,106.08,22.31,94,99,1.4,light rain
564,Puri,IN,19.8,85.85,29.08,81,98,3.39,overcast clouds
565,Bakloh,IN,32.47,75.92,19.56,91,3,1.73,light rain
566,Araouane,ML,18.9,-3.53,36.8,28,0,5.35,clear sky
567,Mangrol,IN,21.12,70.12,28.23,84,99,5.37,moderate rain
568,Jaca,ES,42.57,-0.55,23.33,57,66,1.94,broken clouds
569,Sturgis,US,41.8,-85.42,26.0,61,40,2.6,scattered clouds
570,Yablonovo,RU,50.85,37.36,19.0,72,47,2.0,scattered clouds
571,Mathbaria,BD,22.29,89.96,27.41,87,99,1.71,light rain
572,Aykhal,RU,66.0,111.5,13.0,66,0,2.0,clear sky
573,Aitape,PG,-3.14,142.35,28.03,77,13,1.42,light rain
574,Paamiut,GL,61.99,-49.67,8.72,91,81,3.14,broken clouds
575,Algiers,DZ,36.75,3.04,25.0,94,0,1.0,clear sky
576,Rudnya,RU,54.95,31.09,10.55,93,32,3.95,scattered clouds
577,Murgab,TM,37.5,61.97,28.0,48,40,4.1,scattered clouds
578,Brokopondo,SR,4.75,-55.17,27.23,72,2,1.92,clear sky
579,Storforshei,NO,66.4,14.52,13.89,90,64,0.74,broken clouds
580,Hamilton,US,39.18,-84.53,21.11,88,90,4.02,moderate rain
581,Pathein,MM,16.78,94.73,26.22,87,75,1.49,broken clouds
582,Daru,PG,-9.08,143.21,24.53,77,95,7.83,overcast clouds
583,Abapo,BO,-18.83,-63.47,12.4,41,0,0.11,clear sky
584,Alzamay,RU,55.56,98.66,15.57,92,44,1.56,scattered clouds
585,Terme,TR,41.21,36.97,22.0,83,40,1.0,scattered clouds
586,Zeya,RU,53.75,127.27,21.71,88,80,2.85,light rain
587,Camana,PE,-16.62,-72.71,15.56,77,5,3.12,clear sky
588,Khorixas,NA,-20.37,14.97,17.52,27,0,6.05,clear sky
589,Haines Junction,CA,60.75,-137.51,23.97,36,0,4.01,clear sky
590,Pinheiro Machado,BR,-31.58,-53.38,7.22,86,1,9.39,clear sky
591,Aguimes,ES,27.91,-15.45,22.22,73,40,10.3,scattered clouds
592,Chulman,RU,56.85,124.91,17.87,89,99,0.65,light rain
593,Mahroni,IN,24.59,78.73,28.42,70,96,3.05,overcast clouds
594,Kavaratti,IN,10.57,72.64,28.0,78,100,6.74,light rain
595,Nome,US,64.5,-165.41,12.78,93,90,3.1,overcast clouds
596,Roma,US,43.21,-75.46,27.0,36,1,5.7,clear sky
597,Townsville,AU,-19.25,146.8,19.44,72,0,2.6,clear sky
598,Musafirkhana,IN,26.37,81.8,27.22,82,45,1.42,scattered clouds
599,Mamou,GN,10.5,-12.0,20.57,94,100,1.12,light rain
600,Luangwa,ZM,-15.62,30.42,15.77,62,0,1.39,clear sky
601,Dondaicha,IN,21.33,74.57,26.91,83,100,3.99,overcast clouds
602,Borinskoye,RU,52.46,39.37,16.0,72,56,5.0,broken clouds
603,Matanza,CO,7.32,-73.02,25.0,73,40,3.1,scattered clouds
604,Penzance,GB,50.12,-5.54,16.67,93,1,7.2,clear sky
605,Guerrero Negro,MX,27.98,-114.06,27.43,50,3,6.8,clear sky
606,Ghanzi,BW,-21.57,21.78,10.95,42,0,3.47,clear sky
607,Yendi,GH,9.44,-0.01,23.64,91,53,2.24,broken clouds
608,Okhotsk,RU,59.38,143.3,16.45,60,0,2.72,clear sky
609,Birao,CF,10.28,22.79,21.75,92,81,1.72,broken clouds
610,Dragor,DK,55.59,12.67,15.56,71,29,6.2,scattered clouds
611,Lancaster,US,40.25,-76.25,31.67,62,100,1.28,overcast clouds
612,Namatanai,PG,-3.67,152.43,28.47,76,100,4.85,overcast clouds
613,Valdosta,US,30.83,-83.28,24.0,94,75,2.1,moderate rain
614,Celestun,MX,20.87,-90.4,29.8,70,30,8.45,scattered clouds
615,Kuala Terengganu,MY,5.33,103.14,24.0,100,40,2.1,light rain
616,Kirakira,SB,-10.45,161.92,29.14,68,19,0.88,few clouds
617,Majene,ID,-3.54,118.97,24.78,85,72,4.68,broken clouds
618,Kralendijk,BQ,12.15,-68.27,31.0,66,0,6.2,clear sky
619,Wanganui,NZ,-39.93,175.05,12.22,63,82,1.79,broken clouds
620,Tula,RU,54.2,37.61,13.05,90,6,3.61,clear sky
621,Great Yarmouth,GB,52.61,1.73,17.78,97,1,0.45,clear sky
622,Ranau,MY,5.95,116.66,24.0,94,20,0.5,few clouds
623,Dulce Nombre De Culmi,HN,15.1,-85.53,29.26,58,6,1.9,clear sky
624,Aasiaat,GL,68.71,-52.87,4.9,79,3,0.64,clear sky
625,Qalyub,EG,30.18,31.21,28.0,69,0,3.1,clear sky
626,Ilhabela,BR,-23.78,-45.36,18.42,86,100,4.09,light rain
627,Manturovo,RU,58.34,44.76,12.19,93,20,2.58,few clouds
628,Cabra,ES,37.47,-4.44,32.0,48,0,3.1,clear sky
629,Maple Creek,CA,49.92,-109.48,33.17,24,13,5.37,few clouds
630,Itarema,BR,-2.92,-39.92,25.88,75,47,6.06,scattered clouds
631,Akureyri,IS,65.68,-18.09,10.0,87,75,5.1,broken clouds
632,Abha,SA,18.22,42.51,19.0,82,40,2.6,scattered clouds
633,Arauca,CO,7.08,-70.76,29.0,70,40,1.5,scattered clouds
634,Chiusi,IT,43.02,11.95,24.44,60,0,0.89,clear sky
635,Richards Bay,ZA,-28.78,32.04,16.1,72,5,2.66,clear sky
636,Lorengau,PG,-2.02,147.27,29.75,64,100,1.54,overcast clouds
637,Artesia,US,33.87,-118.08,33.33,47,1,6.2,clear sky
638,Puerto Madero,MX,14.72,-92.42,31.0,79,75,3.6,broken clouds
639,Zeerust,ZA,-25.54,26.08,6.0,38,0,2.6,clear sky
640,Tabuk,PH,17.42,121.44,24.34,90,100,1.65,overcast clouds
641,Nantucket,US,41.28,-70.1,24.0,88,20,5.1,few clouds
642,Porto-Vecchio,FR,41.59,9.28,25.0,78,6,4.1,clear sky
643,Copala,MX,16.65,-98.98,30.02,65,63,2.46,broken clouds
644,Gravdal,NO,68.12,13.5,15.07,76,100,1.12,overcast clouds
645,Turukhansk,RU,65.82,87.98,16.0,77,99,6.85,overcast clouds
646,Hay River,CA,60.82,-115.8,22.0,60,75,1.5,broken clouds
647,Saint-Joseph,RE,-21.37,55.62,20.0,77,38,2.1,scattered clouds
648,Am Timan,TD,11.03,20.28,22.83,93,100,2.31,overcast clouds
649,Shinpokh,PK,34.33,71.18,31.0,66,75,4.1,haze
650,Winnipeg,CA,49.88,-97.15,29.0,42,20,2.6,few clouds
651,Mecca,SA,21.43,39.83,30.64,58,93,4.16,overcast clouds
652,San Jose,US,37.34,-121.89,28.33,47,20,4.6,smoke
653,Tulun,RU,54.56,100.58,14.85,91,6,1.72,clear sky
654,La Sarre,CA,48.8,-79.2,20.82,74,52,2.76,broken clouds
655,Kayerkan,RU,69.35,87.76,17.0,63,77,6.0,broken clouds
656,Carquefou,FR,47.3,-1.49,28.0,42,0,4.1,clear sky
657,Novyy Urgal,RU,51.07,132.56,23.45,73,2,0.58,clear sky
658,Balclutha,NZ,-46.23,169.75,11.11,72,98,1.34,overcast clouds
659,Auki,SB,-8.77,160.7,28.95,72,79,0.45,broken clouds
660,Waipawa,NZ,-41.41,175.52,13.0,66,100,3.6,overcast clouds
661,Abrau-Dyurso,RU,44.69,37.59,19.0,88,20,2.0,few clouds
662,Kamenka,RU,51.32,42.77,18.89,89,100,0.45,light rain
663,Khandyga,RU,62.67,135.6,19.24,35,0,2.24,clear sky
664,Guarapari,BR,-20.67,-40.5,23.0,88,75,6.7,broken clouds
665,Paita,PE,-5.09,-81.11,17.35,80,32,6.43,scattered clouds
666,Kiama,AU,-34.68,150.87,12.22,69,23,2.24,few clouds
667,Talara,PE,-4.58,-81.27,17.05,84,31,6.08,scattered clouds
668,Montes Claros,BR,-16.73,-43.86,23.0,33,0,3.6,clear sky
669,Emet,TR,39.34,29.26,18.14,67,0,1.41,clear sky
670,Blagoyevo,RU,63.37,47.92,12.7,70,100,2.5,overcast clouds
671,Pucara,PE,-15.98,-71.46,5.88,48,0,2.69,clear sky
672,Emerald,AU,-23.53,148.17,15.0,44,0,7.7,clear sky
673,Thongwa,MM,16.76,96.53,26.0,94,75,1.0,broken clouds
674,Mvuma,ZW,-19.28,30.53,11.07,45,0,3.71,clear sky
675,Camacha,PT,33.08,-16.33,20.0,68,75,5.1,broken clouds
676,Karaton,ID,-6.34,106.1,24.0,69,40,3.1,scattered clouds
677,Gat,IL,31.61,34.76,26.67,59,0,0.13,clear sky
678,Mlonggo,ID,-6.53,110.7,21.76,73,16,2.57,few clouds
679,Capela,BR,-10.5,-37.05,25.0,69,20,3.6,few clouds
